neuron_label,root_id,cell_type,subtype,branch_idx,branch_order,mean_diameter_nm,total_length_nm,electrotonic_length,soma_distance_nm,synapse_count,exc_count,inh_count,exc_fraction
inh_BPC,864691136923311076,inhibitory_BPC,BPC,0,0,1272.0,6010.805031713868,0.00923102044805693,3005.402515856934,4,3,1,0.75
inh_BPC,864691136923311076,inhibitory_BPC,BPC,1,1,872.2068965517242,40953.23352476598,0.07595197423137967,20476.61676238299,55,18,37,0.32727272727272727
inh_BPC,864691136923311076,inhibitory_BPC,BPC,2,3,702.0,56718.677387357624,0.11725143493319737,97036.88876500222,22,16,6,0.7272727272727273
inh_BPC,864691136923311076,inhibitory_BPC,BPC,3,3,597.1111111111111,24098.78678491384,0.054016722592343074,80726.94346378032,13,9,4,0.6923076923076923
inh_BPC,864691136923311076,inhibitory_BPC,BPC,4,1,790.3103448275862,85014.97875541673,0.16563695752402066,48518.29440942223,66,34,32,0.5151515151515151
inh_BPC,864691136923311076,inhibitory_BPC,BPC,5,1,960.7741935483871,43513.937138808506,0.07689150167808396,27767.77360111812,22,12,10,0.5454545454545454
inh_BPC,864691136923311076,inhibitory_BPC,BPC,6,6,1140.5714285714287,8923.827324527298,0.014472732708227052,inf,5,1,4,0.2
inh_BPC,864691136923311076,inhibitory_BPC,BPC,7,6,870.625,45163.418730292906,0.08383625495260154,inf,24,13,11,0.5416666666666666
inh_BPC,864691136923311076,inhibitory_BPC,BPC,8,6,615.5652173913044,66748.75071943544,0.14735562986927936,inf,8,1,7,0.125
inh_BPC,864691136923311076,inhibitory_BPC,BPC,9,6,699.3333333333334,37645.000817647924,0.0779696929065277,inf,11,5,6,0.45454545454545453
inh_BPC,864691136923311076,inhibitory_BPC,BPC,10,6,1000.3636363636364,15005.567677648947,0.025985681374197857,inf,2,1,1,0.5
inh_BPC,864691136923311076,inhibitory_BPC,BPC,11,6,966.1379310344828,40469.38108585582,0.07131282211428974,inf,18,6,12,0.3333333333333333
inh_BPC,864691136923311076,inhibitory_BPC,BPC,12,6,743.5,20983.521729852415,0.04215009132218834,inf,6,3,3,0.5
inh_BPC,864691136923311076,inhibitory_BPC,BPC,13,6,612.5714285714286,82266.45511771904,0.1820560194395321,inf,10,3,7,0.3
inh_BPC,864691136923311076,inhibitory_BPC,BPC,14,6,908.5,4370.3803377371905,0.007941771641599135,inf,2,1,1,0.5
inh_BPC,864691136923311076,inhibitory_BPC,BPC,15,6,672.5714285714286,28653.766060452977,0.06051640645275876,inf,14,9,5,0.6428571428571429
inh_BPC,864691136923311076,inhibitory_BPC,BPC,16,6,806.2857142857143,50972.41148533516,0.09832214061666066,inf,19,5,14,0.2631578947368421
inh_BPC,864691136923311076,inhibitory_BPC,BPC,17,6,596.0618556701031,143259.38945069042,0.32139421700263815,inf,20,11,9,0.55
inh_BPC,864691136923311076,inhibitory_BPC,BPC,18,2,702.8333333333334,16399.68359017359,0.033882068882482755,57724.58396560917,15,13,2,0.8666666666666667
inh_BPC,864691136923311076,inhibitory_BPC,BPC,19,2,936.2857142857143,8187.587686019396,0.014655896623366861,53618.53601353207,6,3,3,0.5
inh_BPC,864691136923311076,inhibitory_BPC,BPC,20,2,577.0927835051547,143286.5745836402,0.32669561563006194,112596.52081658608,61,49,12,0.8032786885245902
inh_BPC,864691136923311076,inhibitory_BPC,BPC,21,2,773.6,27724.316546557428,0.05459630429345997,54815.39179804469,17,9,8,0.5294117647058824
inh_BPC,864691136923311076,inhibitory_BPC,BPC,22,6,656.0952380952381,61284.87214257916,0.13104802159971954,inf,3,1,2,0.3333333333333333
inh_BPC,864691136923311076,inhibitory_BPC,BPC,23,6,553.7272727272727,30512.078981933195,0.07102062176144254,inf,2,0,2,0.0
inh_BPC,864691136923311076,inhibitory_BPC,BPC,24,3,497.03225806451616,91233.5169941053,0.22414174894655095,111541.18425774862,20,9,11,0.45
inh_BPC,864691136923311076,inhibitory_BPC,BPC,25,3,554.9811320754717,76015.27381819925,0.1767349259854274,103932.06266979559,25,18,7,0.72
inh_BPC,864691136923311076,inhibitory_BPC,BPC,26,4,520.6666666666666,25492.45256597063,0.06119167761012596,138142.45374166637,9,4,5,0.4444444444444444
inh_BPC,864691136923311076,inhibitory_BPC,BPC,27,4,578.8,18570.78257734355,0.04227918154926417,134681.61874735283,3,2,1,0.6666666666666666
inh_BPC,864691136923311076,inhibitory_BPC,BPC,28,3,701.5555555555555,25192.37358161982,0.052095316537166474,70308.51664735169,16,12,4,0.75
inh_BPC,864691136923311076,inhibitory_BPC,BPC,29,3,860.0,5118.2249494530715,0.009559403011160322,60271.44233126831,3,2,1,0.6666666666666666
