neuron_label,root_id,cell_type,subtype,branch_idx,branch_order,mean_diameter_nm,total_length_nm,electrotonic_length,soma_distance_nm,synapse_count,exc_count,inh_count,exc_fraction
exc_6PCT,864691135866795798,excitatory,6PCT,0,0,4092.4,10569.529978705268,0.009049555841618193,5284.764989352634,8,0,8,0.0
exc_6PCT,864691135866795798,excitatory,6PCT,1,1,5064.666666666667,12294.545255506451,0.009462320708293727,6147.272627753226,2,0,2,0.0
exc_6PCT,864691135866795798,excitatory,6PCT,2,1,3689.0,19064.99244588997,0.017192654559467318,9532.496222944985,3,0,3,0.0
exc_6PCT,864691135866795798,excitatory,6PCT,3,1,896.3092783505155,154612.9668706507,0.2828639457758156,77306.48343532535,14,6,8,0.42857142857142855
exc_6PCT,864691135866795798,excitatory,6PCT,4,1,901.6041666666666,151992.29981361234,0.2772517261562214,75996.14990680617,22,8,14,0.36363636363636365
exc_6PCT,864691135866795798,excitatory,6PCT,5,1,862.4878048780488,132167.86229610158,0.246496076815594,66083.93114805079,8,3,5,0.375
exc_6PCT,864691135866795798,excitatory,6PCT,6,1,1454.5217391304348,43063.58056644978,0.06184586326734035,21531.79028322489,9,0,9,0.0
exc_6PCT,864691135866795798,excitatory,6PCT,7,1,1920.8,25652.591969770245,0.03205906168660935,12826.295984885122,2,0,2,0.0
exc_6PCT,864691135866795798,excitatory,6PCT,8,1,2312.25,22957.59546741042,0.026149875906383416,11478.79773370521,5,0,5,0.0
exc_6PCT,864691135866795798,excitatory,6PCT,9,1,2079.0,4384.31745539611,0.005266661125221895,12761.688706403324,0,0,0,
exc_6PCT,864691135866795798,excitatory,6PCT,10,1,812.7111111111111,132391.24939279244,0.2543617530012839,76765.15467510148,14,5,9,0.35714285714285715
exc_6PCT,864691135866795798,excitatory,6PCT,11,2,1821.6666666666667,16183.349149867438,0.020767995238639148,23045.5220090351,3,0,3,0.0
exc_6PCT,864691135866795798,excitatory,6PCT,12,2,1439.142857142857,18001.15790594635,0.02599016972777916,23954.426387074556,5,1,4,0.2
