partner_id,neuron_label,n_synapses,n_valid_regime,dominant_regime,regime_0_frac,regime_1_frac,regime_2_frac,spans_regimes,effect_ratio,mean_pairwise_distance,max_branch_fraction,p_distance,z_distance
864691135738913393,inh_MC,3,3,2,0.0,0.0,1.0,False,0.9307369846529023,179704.79081291505,0.3333333333333333,0.346,-0.12123178942553149
864691135740751764,inh_MC,4,4,2,0.0,0.0,1.0,False,0.9706676735394825,165926.0576994586,0.25,0.359,-0.12092290428693653
864691135755239117,inh_MC,3,3,1,0.0,0.6666666666666666,0.3333333333333333,True,1.1860428103402147,109716.00646121714,0.3333333333333333,0.971,1.9798975773479184
864691135756025042,inh_MC,3,3,2,0.0,0.0,1.0,False,0.6907742329544397,66424.9621956804,0.6666666666666666,0.049,-1.6419280314996234
864691135773074939,inh_MC,3,3,1,0.0,0.6666666666666666,0.3333333333333333,True,0.8920160706600112,63766.235482388314,0.3333333333333333,0.184,-0.6528263579322463
864691135778815421,inh_MC,3,3,2,0.0,0.0,1.0,False,0.858197294424153,104695.59021911646,0.3333333333333333,0.249,-0.5328169679841461
864691135782229328,inh_MC,4,4,2,0.0,0.25,0.75,True,0.9266400144805327,201315.9386720054,0.5,0.194,-0.7729624192030795
864691135782241616,inh_MC,4,4,1,0.0,0.5,0.5,True,0.973391919090544,61358.45098831275,0.25,0.406,-0.12778061922056377
864691135782265936,inh_MC,3,3,2,0.0,0.0,1.0,False,0.92979630102066,129729.56479029078,0.3333333333333333,0.351,-0.07232531285764823
864691135801132130,inh_MC,3,3,2,0.0,0.0,1.0,False,0.6256315761014734,102789.72638165695,0.6666666666666666,0.032,-2.518130324281706
864691135801163874,inh_MC,4,4,2,0.0,0.25,0.75,True,0.8789341911187613,95298.35806943575,0.5,0.123,-1.1394922586424627
864691135808631069,inh_MC,3,3,0,0.6666666666666666,0.0,0.3333333333333333,True,1.0902684361805042,53038.140696356306,0.3333333333333333,0.693,0.4824053849503253
864691135810773452,inh_MC,3,3,2,0.0,0.0,1.0,False,0.6547705565623642,90617.24580030183,0.6666666666666666,0.032,-2.174607032089965
864691135857302830,inh_MC,4,4,2,0.0,0.25,0.75,True,1.0918597256464917,107086.5967634879,0.25,0.872,1.019928077188474
864691135859686504,inh_MC,3,3,2,0.0,0.0,1.0,False,1.0429004050230433,228394.9914242489,0.3333333333333333,0.836,0.7498664153241227
864691135867009413,inh_MC,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,0.5136489898047543,111816.60760185034,0.6666666666666666,0.016,-3.2389306897539134
864691135884981104,inh_MC,3,3,2,0.0,0.0,1.0,False,1.072061092338036,225051.14990026993,0.3333333333333333,0.828,0.8225478026086711
864691135919488688,inh_MC,7,7,0,0.42857142857142855,0.2857142857142857,0.2857142857142857,True,0.9203288102251703,52028.256252553096,0.42857142857142855,0.173,-0.8900254999246212
864691135919711920,inh_MC,6,6,2,0.16666666666666666,0.16666666666666666,0.6666666666666666,True,0.8580358385276569,125363.89606767434,0.3333333333333333,0.038,-1.9796106671252722
864691135919756208,inh_MC,6,6,2,0.0,0.0,1.0,False,0.9497683477678589,135435.5171482197,0.3333333333333333,0.215,-0.570842678841323
864691135927509716,inh_MC,3,3,2,0.3333333333333333,0.0,0.6666666666666666,True,0.792471763115536,76530.07015648972,0.3333333333333333,0.198,-0.8680345557821888
864691135937582340,inh_MC,4,4,1,0.0,0.5,0.5,True,0.8664187908511342,66831.60359572862,0.25,0.126,-1.1159727614405408
864691135938727989,inh_MC,3,3,2,0.3333333333333333,0.0,0.6666666666666666,True,0.7411124298534482,71231.74951229218,0.3333333333333333,0.069,-1.36344747564875
864691135989943040,inh_MC,3,3,1,0.0,0.6666666666666666,0.3333333333333333,True,0.7437291087350327,118436.08613203053,0.6666666666666666,0.045,-1.872398342985773
864691135992790209,inh_MC,3,3,2,0.0,0.0,1.0,False,0.49248075834234223,111891.77357729706,0.6666666666666666,0.006,-3.5834102288907665
864691136021865976,inh_MC,7,7,2,0.14285714285714285,0.14285714285714285,0.7142857142857143,True,0.7601902629590545,109702.34637911769,0.42857142857142855,0.003,-3.9827388718550867
864691136085424492,inh_MC,3,3,2,0.0,0.0,1.0,False,0.402592067619937,89299.37245027465,0.6666666666666666,0.005,-4.480384615878462
864691136105933529,inh_MC,9,9,1,0.2222222222222222,0.6666666666666666,0.1111111111111111,True,0.854799953376703,49256.50492647894,0.4444444444444444,0.048,-1.5767516256378866
864691136117224612,inh_MC,3,3,2,0.0,0.0,1.0,False,0.9975975002383874,174709.0720182963,0.3333333333333333,0.479,0.39952576798622874
864691136117626532,inh_MC,3,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,0.8501464632406401,53406.1250956458,0.3333333333333333,0.137,-0.9062114422585252
864691136117885604,inh_MC,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,1.0050576697412066,117575.10349496915,0.3333333333333333,0.524,0.2133887951649374
864691136119691544,inh_MC,5,5,2,0.2,0.0,0.8,True,0.13510606727113422,10306.451359920682,0.8,0.0,-8.263106083056766
864691136144674612,inh_MC,4,4,2,0.0,0.0,1.0,False,1.0117152764825015,105021.89267060217,0.25,0.55,0.2506981668019265
864691136194917334,inh_MC,3,3,2,0.0,0.0,1.0,False,0.4697699110952082,61068.01673247584,0.6666666666666666,0.013,-3.452575600872455
864691136195208424,inh_MC,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,1.0377239234227544,107726.153679306,0.3333333333333333,0.671,0.5999356160262728
864691136195380556,inh_MC,3,3,1,0.0,1.0,0.0,False,0.8047917820438384,20553.901196075,0.6666666666666666,0.305,-0.5550607908917162
864691136195824204,inh_MC,3,3,2,0.0,0.0,1.0,False,0.7212346508403393,112605.60388380838,0.6666666666666666,0.051,-1.821744140467645
864691136195891788,inh_MC,4,4,1,0.25,0.5,0.25,True,0.9430495350605425,97507.71580783448,0.25,0.284,-0.45032867728787407
864691136210699964,inh_MC,4,4,1,0.0,0.75,0.25,True,0.857314569904667,68354.23329057677,0.25,0.126,-0.9990115619922784
864691136238779964,inh_MC,3,3,1,0.0,0.6666666666666666,0.3333333333333333,True,0.999593475116306,81494.65554833406,0.3333333333333333,0.499,0.1569982032547626
864691136239074620,inh_MC,5,5,2,0.0,0.0,1.0,False,0.5415505282669125,138842.7160505189,0.8,0.0,-6.620040189371255
864691136239118908,inh_MC,4,4,2,0.25,0.25,0.5,True,0.8937558153065535,65843.06623306015,0.25,0.18,-0.8657968998299517
864691136274014142,inh_MC,3,3,1,0.0,0.6666666666666666,0.3333333333333333,True,1.076927215002272,126598.5233029391,0.3333333333333333,0.855,0.9931640909587202
864691136296728603,inh_MC,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,1.0417814100127623,161859.92446441407,0.3333333333333333,0.792,0.7038479002826032
864691136311267930,inh_MC,4,4,1,0.0,1.0,0.0,False,0.45298821347384527,76220.07993008576,0.5,0.004,-5.398369438326945
864691136335054515,inh_MC,5,5,1,0.4,0.6,0.0,True,0.8952984319173002,54280.35906241697,0.4,0.15,-1.0576030881942007
864691136363241698,inh_MC,3,3,2,0.0,0.0,1.0,False,0.7573162694834672,133027.66796213808,0.3333333333333333,0.071,-1.5831070184905134
864691136379892693,inh_MC,7,7,1,0.0,0.5714285714285714,0.42857142857142855,True,0.9266377718304145,102013.53988379028,0.2857142857142857,0.124,-1.1094292605620015
864691136389771024,inh_MC,6,6,2,0.0,0.16666666666666666,0.8333333333333334,True,0.9191880819987472,169581.2772190992,0.3333333333333333,0.135,-1.0731117364368186
864691136389852944,inh_MC,3,3,1,0.0,0.6666666666666666,0.3333333333333333,True,0.6787470035085553,48659.64972964305,0.3333333333333333,0.035,-2.3052469195110783
864691136389921911,inh_MC,3,3,1,0.0,1.0,0.0,False,0.5599388954110128,95297.23246031262,0.6666666666666666,0.016,-3.7678338371882014
864691136419944087,inh_MC,3,3,0,0.6666666666666666,0.0,0.3333333333333333,True,0.7570511656987423,36566.76022273535,0.6666666666666666,0.057,-1.492853162220846
864691136424252463,inh_MC,4,4,1,0.0,0.5,0.5,True,0.5008983033708568,56574.749370298814,0.5,0.004,-4.216809511811623
864691136437548190,inh_MC,6,6,2,0.0,0.16666666666666666,0.8333333333333334,True,0.758994522951056,168572.45200622128,0.5,0.004,-3.833767328032837
864691136437698206,inh_MC,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,1.0799777356294673,167557.83770877522,0.3333333333333333,0.941,0.992868285373795
864691136452249087,inh_MC,8,8,1,0.125,0.5,0.375,True,1.049819661706203,118876.04095944691,0.125,0.864,1.0384075830080666
864691136484049708,inh_MC,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,1.0902669609251718,112597.55845930059,0.3333333333333333,0.902,0.9423132102764905
864691136488692242,inh_MC,4,4,1,0.0,1.0,0.0,False,0.8320002228935321,98138.09177038359,0.5,0.09,-1.3770277423964847
864691136618553563,inh_MC,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,0.5671702142094209,96750.39708021497,0.6666666666666666,0.025,-3.804217380227715
864691136619729037,inh_MC,5,5,2,0.2,0.2,0.6,True,0.8654765634813465,114787.01181480961,0.2,0.062,-1.6637524113551543
864691136619850381,inh_MC,5,5,2,0.0,0.0,1.0,False,0.7147075112411041,147420.17575854226,0.6,0.009,-3.5619644048619294
864691136674327431,inh_MC,9,9,2,0.0,0.0,1.0,False,0.8833773687273966,175232.8315115021,0.3333333333333333,0.011,-2.604981893562132
864691136742085212,inh_MC,4,4,1,0.0,0.5,0.5,True,0.9350525437676723,125615.09412562416,0.5,0.212,-0.7556491491945593
864691136742107484,inh_MC,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,0.6217759440815754,87365.79089377866,0.3333333333333333,0.021,-2.499931826576415
864691136904594610,inh_MC,4,4,2,0.0,0.25,0.75,True,0.6155199040569277,67652.72255050862,0.5,0.003,-3.784650887859907
864691136912943345,inh_MC,12,12,2,0.0,0.4166666666666667,0.5833333333333334,True,1.0128190435100566,112588.04952426442,0.25,0.62,0.38852658097307285
864691136925693002,inh_MC,14,14,2,0.0,0.0,1.0,False,0.44032316648476993,122273.17545240735,0.7857142857142857,0.0,-17.129077516149056
864691136974813212,inh_MC,3,3,2,0.0,0.0,1.0,False,0.9434049381387235,218152.78024120803,0.3333333333333333,0.244,-0.3315411815752247
864691136975099164,inh_MC,3,3,1,0.0,0.6666666666666666,0.3333333333333333,True,0.9878917019255683,181047.4647925157,0.3333333333333333,0.456,0.2554621131860239
864691136975137564,inh_MC,3,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,True,0.9726143654143288,61101.323894369394,0.3333333333333333,0.425,-0.08586443683199776
864691136991004565,inh_MC,5,5,2,0.0,0.0,1.0,False,0.9327169949488338,154817.00798574925,0.4,0.188,-0.8318593468845145
864691137019996526,inh_MC,6,6,0,0.6666666666666666,0.3333333333333333,0.0,True,0.8167431380388399,64052.514126380906,0.6666666666666666,0.01,-2.503892811257332
864691137021140334,inh_MC,4,4,1,0.0,0.75,0.25,True,0.48726938398663544,98378.5668571102,0.75,0.001,-4.740097182246279
864691137198458177,inh_MC,4,4,1,0.0,0.75,0.25,True,0.7398615596787027,134937.6322352552,0.5,0.024,-2.547852376774475
864691134918687754,inh_MC_2,4,4,2,0.0,0.0,1.0,False,0.9372427097624659,251140.38174222564,0.5,0.272,-0.411250389671005
864691134948808700,inh_MC_2,3,3,2,0.0,0.3333333333333333,0.6666666666666666,True,0.4787514273344267,28919.85896867911,0.6666666666666666,0.022,-2.518166901488291
864691135133874848,inh_MC_2,3,3,2,0.0,0.0,1.0,False,0.7724397823053893,53147.72610740413,0.6666666666666666,0.034,-1.6682974281206007
864691135183273730,inh_MC_2,5,5,1,0.4,0.6,0.0,True,0.7944360825492875,19642.60817048459,0.4,0.224,-0.8107718951710122
864691135269688741,inh_MC_2,3,3,2,0.0,0.0,1.0,False,0.0294401453035402,7181.096914202625,1.0,0.0,-5.220248581587959
