neuron_label,branch_idx,regime,cell_type,subtype,n_synapses,n_unique_partners,mean_syns_per_partner,frac_syn_from_multi,pairwise_compactness_z,clark_evans_z,syn_density,total_length_nm,electrotonic_length
exc_23P_2,112,2,excitatory,23P,30,24,1.25,0.4,-1.7272778995600244,1.2017923478112984,0.0002968543720141262,101059.6535818324,0.1957721224310257
exc_23P_2,113,2,excitatory,23P,22,18,1.2222222222222223,0.36363636363636365,-1.7991021518962156,1.1320912031987878,0.00026356656869785104,83470.37376056782,0.1593683830589702
exc_23P_2,115,1,excitatory,23P,8,6,1.3333333333333333,0.5,-0.0139913528398619,-0.0330353642231886,0.0003537760461260381,22613.17601234618,0.0381591645927146
exc_23P_2,116,2,excitatory,23P,27,22,1.2272727272727273,0.2962962962962963,-1.0939365240249153,-1.5361116010432467,0.00021286182927592344,126842.84491890317,0.2478116694298214
exc_23P_2,117,2,excitatory,23P,18,15,1.2,0.3333333333333333,0.1343782682782344,-0.6383163724054437,0.00014836366721452,121323.50418363333,0.2327096773766918
exc_23P_2,118,2,excitatory,23P,23,18,1.2777777777777777,0.391304347826087,1.8797586677045657,0.8080038391581498,0.00019745628099036521,116481.4807847124,0.2100030460221867
exc_23P_2,119,2,excitatory,23P,25,20,1.25,0.32,-1.5431650978514162,-0.6622262633688901,0.000230416117733266,108499.35432442476,0.2023602657237856
exc_4P,0,0,excitatory,4P,20,12,1.6666666666666667,0.7,-1.9725577357589104,-1.5282022515728066,0.0011078867954645002,18052.385931375473,0.0207408889274829
exc_4P,1,0,excitatory,4P,22,12,1.8333333333333333,0.7727272727272727,0.120042439764741,-1.282687083388616,0.0013238575391314132,16618.10228798052,0.016244273167894
exc_4P,2,0,excitatory,4P,13,8,1.625,0.6153846153846154,-2.7878629104253254,-0.9880675850104508,0.0008306551048322561,15650.298089271651,0.0140027205099902
exc_4P,3,1,excitatory,4P,5,4,1.25,0.4,-0.07540435254229,0.0784037401952796,0.00018707895965337502,26726.682729389428,0.0310394406174815
exc_4P,4,0,excitatory,4P,6,3,2.0,0.8333333333333334,-3.3307360583364076,-2.2059368225308424,0.0003917217709489151,15316.99396095722,0.0103731842967216
exc_4P,5,0,excitatory,4P,9,5,1.8,0.7777777777777778,-0.726268330817181,0.099807768260367,0.0004298783885419446,20936.153665519385,0.0234310533945302
exc_4P,6,2,excitatory,4P,42,28,1.5,0.5714285714285714,-0.7028273041071234,-2.063608415303248,0.0002950433082253043,142351.9830110076,0.2635743852962888
exc_4P,7,2,excitatory,4P,24,17,1.411764705882353,0.4583333333333333,1.2161139216921717,-0.6055748885222275,0.00019893383606108466,120643.12675612688,0.2190821619697579
exc_4P,8,0,excitatory,4P,13,7,1.8571428571428572,0.6153846153846154,-2.448529881264777,-0.7732371418311436,0.0006308549612455583,20606.95532033676,0.0222584678667958
exc_4P,11,0,excitatory,4P,5,2,2.5,1.0,-0.5860554624487073,0.2197450946228707,0.0006640913692699802,7529.084447365099,0.013182124145307
exc_4P,13,2,excitatory,4P,13,11,1.1818181818181819,0.23076923076923078,-0.5621756027841178,-0.4662899629796968,0.00014461098196185562,89896.3538151552,0.1830008427206543
exc_4P,15,1,excitatory,4P,7,6,1.1666666666666667,0.2857142857142857,0.8450615880243904,0.5785832644153719,0.00035985068162879246,19452.5128264754,0.0344748330402636
exc_4P,16,2,excitatory,4P,28,25,1.12,0.21428571428571427,-2.4171179829019236,-1.5078478743210837,0.00030804124615373455,90896.9183497784,0.1754303906074926
exc_4P,17,2,excitatory,4P,16,16,1.0,0.0,-1.7160026937441426,-1.8995147186687336,0.00023671904681610393,67590.67432554196,0.1260906319398909
exc_4P,18,2,excitatory,4P,4,4,1.0,0.0,-1.4587243904926432,,6.15231089169037e-05,65016.22025315085,0.1292232604810772
exc_4P,19,1,excitatory,4P,14,9,1.5555555555555556,0.5,0.3780701976437454,-0.2408300588948655,0.00030430780110444745,46006.05028589058,0.0884977233678206
exc_4P,21,2,excitatory,4P,22,17,1.2941176470588236,0.4090909090909091,-4.229126463059845,-2.5420035417981355,0.00015709550144960002,140042.20233548904,0.3112170275328364
exc_4P,22,2,excitatory,4P,29,21,1.380952380952381,0.4827586206896552,-1.2973357107711307,-0.0245360543138545,0.0003636418460928078,79748.79764689867,0.1569278977874228
exc_4P,23,2,excitatory,4P,13,11,1.1818181818181819,0.23076923076923078,0.6641283573586383,-0.0545641855764501,0.00020309657595221314,64008.95701490698,0.117163039106738
exc_4P,24,0,excitatory,4P,6,5,1.2,0.3333333333333333,1.216193166929795,0.5234567232880614,0.0008450650838076781,7100.044854492526,0.0114890350830103
exc_4P,25,2,excitatory,4P,31,23,1.3478260869565217,0.45161290322580644,-2.647108171207253,0.6351749182684506,0.00023820655160549384,130139.15776481538,0.2394580704511397
exc_4P,26,2,excitatory,4P,27,19,1.4210526315789473,0.4444444444444444,-0.9308206607227624,1.2062593427731734,0.00023308356513917328,115838.28308048406,0.2230858542913941
exc_4P,27,0,excitatory,4P,6,4,1.5,0.6666666666666666,0.1372100271754642,-0.4297423349717748,0.0013320014814144942,4504.499494721591,0.0061651507214298
exc_4P,28,0,excitatory,4P,7,4,1.75,0.5714285714285714,-0.9043174106416316,0.0249543369196976,0.0005744871788412725,12184.780196694452,0.0220031273796247
exc_4P,29,1,excitatory,4P,4,2,2.0,0.75,-1.2766334165252138,,0.00020612540723827423,19405.66208500503,0.0283794831644495
exc_4P,30,0,excitatory,4P,12,11,1.0909090909090908,0.16666666666666666,-0.9268255790276896,1.0715061507487036,0.00072314357177971,16594.215130015065,0.0272712737557727
exc_4P,31,0,excitatory,4P,5,4,1.25,0.4,1.6976351256633375,0.8344152676805152,0.00036874701808270346,13559.431682993538,0.0193233519997339
exc_4P,32,1,excitatory,4P,14,12,1.1666666666666667,0.2857142857142857,-1.704337205008554,-1.3224961982404624,0.00027073897084146936,51710.3243633059,0.0911117543490057
exc_4P,33,2,excitatory,4P,42,33,1.2727272727272727,0.35714285714285715,-2.165642840363485,-0.3452687664775068,0.00032168021038659966,130564.45079267956,0.2077390155490164
exc_4P,34,0,excitatory,4P,5,5,1.0,0.0,-0.5415067946651998,0.1152584585159147,0.00040558135754830516,12327.98280035466,0.0194533843626746
exc_4P,35,2,excitatory,4P,46,33,1.393939393939394,0.41304347826086957,-1.1687974972541089,-1.2059586450724649,0.00037663851653323496,122133.02140048365,0.2366022425549792
exc_4P,36,1,excitatory,4P,4,4,1.0,0.0,-0.642541513521973,,0.0001312800823855763,30469.206960518164,0.0527071752966917
exc_4P,37,2,excitatory,4P,17,16,1.0625,0.11764705882352941,0.2463002488393454,-0.9245918502889692,0.0001692846558862012,100422.56878513531,0.1913891857212891
exc_4P,38,1,excitatory,4P,22,15,1.4666666666666666,0.45454545454545453,0.3815316195540378,2.1856458348850514,0.000409668347067381,53701.97662935747,0.1112657159846196
exc_4P,39,0,excitatory,4P,3,2,1.5,0.6666666666666666,-0.7438178095526341,,0.0004976706316773958,6028.083252348081,0.0096280028044845
exc_4P,40,1,excitatory,4P,11,8,1.375,0.45454545454545453,-1.0260786922028666,-0.2807392525391544,0.0002664257155421286,41287.305835388186,0.0702348710254137
exc_4P,42,2,excitatory,4P,37,25,1.48,0.5135135135135135,0.3793194032240514,0.295752812394682,0.0003615976745356581,102323.66689723093,0.1990127248284325
exc_4P,43,2,excitatory,4P,16,15,1.0666666666666667,0.125,0.4443124891912562,0.626316981175509,0.0002452224822963848,65246.87235105065,0.127000807626029
exc_4P,45,1,excitatory,4P,10,7,1.4285714285714286,0.6,-2.8731804616116015,-2.0178994349977586,0.00044350522009292047,22547.64892711942,0.0374496064945259
exc_4P,46,0,excitatory,4P,3,3,1.0,0.0,0.940354552449884,,0.00039855025700704034,7527.281559241362,0.014871564900381
exc_4P,47,2,excitatory,4P,38,28,1.3571428571428572,0.47368421052631576,-0.6884015882336334,-1.835896104610285,0.00036334083351454463,104584.9970465234,0.2027637186845226
exc_4P,48,1,excitatory,4P,22,16,1.375,0.5,0.7970917439144168,-0.4134600409151059,0.0004154114316862108,52959.54401326667,0.1014311302061427
exc_4P,49,2,excitatory,4P,32,20,1.6,0.59375,0.6256988263693336,0.6978155197990991,0.0003515424569016973,91027.4118296563,0.1751720378678796
exc_4P,50,2,excitatory,4P,24,16,1.5,0.4583333333333333,-1.1720192017531612,-0.8040689014811482,0.00027198471680266347,88240.25218083494,0.1684266056926488
exc_4P,51,0,excitatory,4P,4,3,1.3333333333333333,0.5,-0.2784546490607199,,0.0004480549674796719,8927.47606951033,0.017156745710994
exc_4P,52,1,excitatory,4P,7,5,1.4,0.5714285714285714,1.2674576134771185,0.1014328218153451,0.00021161713407236155,33078.60694118644,0.0638175780243884
exc_4P,63,0,excitatory,4P,9,9,1.0,0.0,-1.08886170492505,-2.812339686465209,0.001088013098882038,8271.959233990598,0.0150857096263151
exc_4P,65,2,excitatory,4P,11,8,1.375,0.45454545454545453,0.3132461730791629,-1.8724556954686136,0.00019784475553746378,55599.14878773244,0.1166912876963159
exc_4P,68,1,excitatory,4P,16,11,1.4545454545454546,0.5625,0.2687062378756891,-0.875659470526558,0.00036978612896859555,43268.25358384066,0.0860932955102117
exc_4P,69,1,excitatory,4P,14,14,1.0,0.0,0.652166039832721,-1.126666761736114,0.000315658114723633,44351.78234609102,0.0899980064978354
exc_4P,71,2,excitatory,4P,21,19,1.105263157894737,0.19047619047619047,1.494849878246997,-2.4658307606708374,0.00019213425907080325,109298.57122597436,0.2164510707322596
exc_4P,72,2,excitatory,4P,29,26,1.1153846153846154,0.20689655172413793,-0.943561385500726,-1.375166182117148,0.00028517311003059206,101692.61750131004,0.1930629441795759
exc_4P,73,2,excitatory,4P,22,17,1.2941176470588236,0.45454545454545453,-1.0528404937300753,-0.6109794032695074,0.00025264328782018,87079.29741501226,0.1710142375439488
exc_4P,74,1,excitatory,4P,5,5,1.0,0.0,0.9961499780625,0.2905247643559235,0.0002697721824757513,18534.157058426248,0.0334843565681517
exc_4P,76,2,excitatory,4P,41,32,1.28125,0.36585365853658536,-0.6486063922559293,-0.1698337154916491,0.00033906891960345023,120919.36957227028,0.2414660304797198
exc_4P,77,1,excitatory,4P,4,3,1.3333333333333333,0.5,-0.2483429571197591,,0.00017376298928748108,23019.861803725216,0.0411295326023794
exc_4P,78,2,excitatory,4P,18,13,1.3846153846153846,0.4444444444444444,-2.104223122387591,-1.286845346791485,0.00021197370533242418,84916.19265593251,0.1660359676094801
exc_4P,79,1,excitatory,4P,11,8,1.375,0.36363636363636365,-0.3492241441497274,-0.0166310682131639,0.00047956694787930874,22937.360567993812,0.0437851218604801
exc_4P,82,0,excitatory,4P,6,5,1.2,0.3333333333333333,-0.5514422658015995,0.423791536506441,0.0004433473580549525,13533.406461071783,0.0258385319685793
exc_5PET,0,0,excitatory,5PET,24,11,2.1818181818181817,0.75,-4.722739817563167,-1.6470286254977535,0.002002416630537062,11985.517715942577,0.0087840111232159
exc_5PET,1,2,excitatory,5PET,15,13,1.1538461538461537,0.26666666666666666,-0.2603770661953815,-3.403241113954937,4.889404051692504e-05,306785.8545011766,0.4874194157119292
exc_5PET,2,1,excitatory,5PET,18,10,1.8,0.6111111111111112,-1.8906116230208312,-1.3871958312537136,0.0005908088002733381,30466.7093511002,0.0285207920674001
exc_5PET,3,1,excitatory,5PET,32,16,2.0,0.71875,-5.750517072833603,-2.868096889415284,0.0010641815053459072,30070.058386890072,0.0288974917102418
exc_5PET,4,0,excitatory,5PET,21,9,2.3333333333333335,0.7619047619047619,-3.945279221909475,-2.470739385454302,0.0013163142900126045,15953.636725921217,0.0103080548215328
exc_5PET,5,1,excitatory,5PET,43,18,2.388888888888889,0.8372093023255814,-4.280814518635782,-0.2968748542790912,0.0008845337382863518,48613.18244717934,0.0554288647146689
exc_5PET,6,0,excitatory,5PET,36,12,3.0,0.8611111111111112,-2.3444899202263425,-1.3220089735656828,0.0013677251846154373,26321.077073770564,0.0248033925876359
exc_5PET,7,0,excitatory,5PET,28,11,2.5454545454545454,0.8571428571428571,-6.967770782100886,-2.789235018016775,0.0016185784034844278,17299.131101540974,0.0114908392980683
exc_5PET,8,0,excitatory,5PET,14,7,2.0,0.8571428571428571,-4.5672271911753555,-1.5890252586165037,0.0008187564822690261,17099.10126293192,0.0095442832206222
exc_5PET,10,0,excitatory,5PET,12,7,1.7142857142857142,0.6666666666666666,0.3955400956418484,-0.2446746769553842,0.0006422610060368846,18683.99278051585,0.0220741120194442
exc_5PET,11,0,excitatory,5PET,5,2,2.5,1.0,-1.057053996251652,0.1618140169715795,0.0006790709726510889,7363.0006308177635,0.0065600608234319
exc_5PET,12,2,excitatory,5PET,33,28,1.1785714285714286,0.2727272727272727,-0.4542872165833357,0.8878584092804253,0.0002728625366972511,120940.01763464676,0.1977347202910964
exc_5PET,13,1,excitatory,5PET,11,9,1.2222222222222223,0.2727272727272727,-0.6175270090949387,1.1423562049954763,0.0003659145916768141,30061.659879678984,0.0503192491187397
exc_5PET,14,1,excitatory,5PET,14,12,1.1666666666666667,0.21428571428571427,0.8611180034867275,1.3885909064907118,0.0002801422231166652,49974.61590846911,0.0998314052140272
exc_5PET,15,1,excitatory,5PET,10,9,1.1111111111111112,0.2,-0.728934788513012,-0.931819171970256,0.0004323349827928806,23130.21244637683,0.0432063063944399
exc_5PET,17,2,excitatory,5PET,46,43,1.069767441860465,0.13043478260869565,-0.1713785561973494,-1.355513282470963,0.0003577494057062829,128581.6251998658,0.2132484958447312
exc_5PET,19,1,excitatory,5PET,32,23,1.391304347826087,0.46875,1.348249748186078,0.4259580119794783,0.000496117738845924,64500.81804057006,0.0889938491546503
exc_5PET,20,0,excitatory,5PET,4,3,1.3333333333333333,0.5,-0.8110386628182209,,0.0008860422248694683,4514.457536816916,0.0042217011609501
exc_5PET,21,2,excitatory,5PET,32,30,1.0666666666666667,0.125,-0.1536452287092177,-0.1118911504770425,0.00028852835715103593,110907.6428950412,0.1857855228294344
exc_5PET,22,0,excitatory,5PET,8,2,4.0,1.0,1.6571411425038016,-0.4755836529648968,0.0010632910691961968,7523.81001944055,0.0071263198984347
exc_5PET,23,2,excitatory,5PET,48,38,1.263157894736842,0.375,-1.5884156913138223,1.1428124570025011,0.00040424368061639575,118740.26064380031,0.2008423214362661
exc_5PET,24,0,excitatory,5PET,6,5,1.2,0.3333333333333333,0.2981525142026136,0.9398029902711365,0.0010099981894867653,5940.604708458858,0.0058267364056011
exc_5PET,25,2,excitatory,5PET,31,28,1.1071428571428572,0.16129032258064516,-1.3681275620550506,0.292818547882859,0.00032613121979476644,95053.76400182792,0.1528624978048098
exc_5PET,26,0,excitatory,5PET,6,5,1.2,0.3333333333333333,-0.9772032767663332,-1.6402999666254732,0.0006662345136815219,9005.837849565629,0.00949298661426
exc_5PET,27,0,excitatory,5PET,7,6,1.1666666666666667,0.2857142857142857,-0.342719795398426,0.5009907588869346,0.000378265878458358,18505.502078402787,0.0255550902223801
exc_5PET,32,2,excitatory,5PET,14,12,1.1666666666666667,0.2857142857142857,0.6936368088361017,0.4853086870402619,0.0002121233055612211,65999.3486475226,0.1191808183505567
exc_5PET,34,0,excitatory,5PET,8,7,1.1428571428571428,0.25,0.7815178992251611,0.0969522718542096,0.0005349875572714468,14953.618810878042,0.0157901685655764
exc_5PET,35,2,excitatory,5PET,35,27,1.2962962962962963,0.42857142857142855,-1.333885633120376,-1.5069099476202013,0.00034046190758053613,102801.51529645284,0.1579400421986242
exc_5PET,36,0,excitatory,5PET,5,5,1.0,0.0,0.131254625196903,0.1346621430338318,0.00044562987484503665,11220.073613194583,0.0183195896735848
exc_5PET,40,0,excitatory,5PET,7,4,1.75,0.8571428571428571,-0.5565853606919713,1.487615935554612,0.0007832903162165184,8936.660973688136,0.0094051508032251
exc_5PET,41,1,excitatory,5PET,17,12,1.4166666666666667,0.47058823529411764,0.2203159234901187,0.6046213365704536,0.00038850980705721976,43756.93918453965,0.058532266130116
exc_5PET,42,2,excitatory,5PET,4,4,1.0,0.0,-0.4828096973712611,,4.476894132499209e-05,89347.65669267715,0.1887537546397618
exc_5PET,45,2,excitatory,5PET,60,46,1.3043478260869565,0.4166666666666667,-2.1655785372485905,-2.418595662908005,0.0004951769043827013,121168.81758610564,0.1983730571973813
exc_5PET,46,1,excitatory,5PET,13,10,1.3,0.38461538461538464,1.8685006095372736,-0.3962900048108994,0.00041264269518163764,31504.25332084854,0.0461085233658485
exc_5PET,47,1,excitatory,5PET,8,7,1.1428571428571428,0.25,0.1275020552752044,0.2388476313722588,0.0001868128212294675,42823.61321535513,0.0626570402998857
exc_5PET,49,2,excitatory,5PET,34,26,1.3076923076923077,0.4411764705882353,-1.5139939475319824,-1.9357619967511164,0.0003716411077618182,91486.11197712371,0.1541025540046695
exc_5PET,50,2,excitatory,5PET,26,22,1.1818181818181819,0.3076923076923077,-2.2290552731224196,-1.2346174768885223,0.0002944943757442535,88286.91527399175,0.156022740759345
exc_5PET,51,1,excitatory,5PET,4,4,1.0,0.0,-0.5424972108626136,,0.00020842244924588194,19191.7905891274,0.0342153352032557
exc_5PET,52,0,excitatory,5PET,6,4,1.5,0.5,-0.6085729034963823,0.1810840874949905,0.0003395899159877761,17668.3691638711,0.0189968666583784
exc_5PET,53,2,excitatory,5PET,40,33,1.2121212121212122,0.325,-1.1070593642795767,-1.5629409982572695,0.00030697097079335987,130305.48099261914,0.2149247534445826
exc_5PET,54,1,excitatory,5PET,5,4,1.25,0.4,-1.5388982434937213,-0.3579409371109788,9.671572616863877e-05,51697.90062147421,0.0897230163595836
exc_5PET,56,1,excitatory,5PET,14,9,1.5555555555555556,0.5714285714285714,-0.024807158852546,0.2503060074702148,0.0004952869186847522,28266.444099063585,0.0303274759636479
exc_5PET,57,2,excitatory,5PET,40,35,1.1428571428571428,0.225,-2.7268250602132125,0.7068237798313469,0.0003129085890323611,127832.860464764,0.2187155814099402
exc_5PET,58,1,excitatory,5PET,13,11,1.1818181818181819,0.23076923076923078,-1.6265493187446964,-1.9067660701193756,0.0003230439479696518,40242.20259102727,0.0662452203719892
exc_5PET,59,1,excitatory,5PET,12,10,1.2,0.3333333333333333,-2.056085131930289,1.081225259179276,0.0003081392534354442,38943.43179654008,0.0684141220667167
exc_5PET,60,2,excitatory,5PET,31,27,1.1481481481481481,0.22580645161290322,0.0349697782165819,-0.0578414936807964,0.00022024417526547883,140752.87104702357,0.2442027597562392
exc_5PET,62,1,excitatory,5PET,44,30,1.4666666666666666,0.5227272727272727,-1.6538829505343158,-0.9884119185567533,0.001013465026105223,43415.410366052136,0.0462401321956308
exc_5PET,63,2,excitatory,5PET,34,27,1.2592592592592593,0.38235294117647056,0.2399184256474671,-0.7236536766311924,0.00034400801710400834,98834.90590197596,0.1564866406791134
exc_5PET,64,0,excitatory,5PET,3,2,1.5,0.6666666666666666,-0.2551597294982267,,0.00022258181515209742,13478.190021723032,0.0200609177629641
exc_5PET,65,1,excitatory,5PET,16,14,1.1428571428571428,0.25,-0.8148623915215455,1.31865874070414,0.000305563997580525,52362.18967774021,0.0935329340989355
exc_5PET,66,1,excitatory,5PET,6,6,1.0,0.0,0.8284458978235969,-1.5624358729033812,0.0002505125527454526,23950.895610794556,0.0413216319044827
exc_5PET,78,1,excitatory,5PET,19,16,1.1875,0.3157894736842105,-1.8642078113340468,-2.6233149037726173,0.00027390792633945034,69366.37524119532,0.1140183601952206
exc_5PET,79,0,excitatory,5PET,5,5,1.0,0.0,-0.4327709928621089,-0.4726441319284726,0.00047781767602295274,10464.2424315835,0.0114952351001791
exc_5PET,80,1,excitatory,5PET,10,9,1.1111111111111112,0.2,-1.620295495298118,-0.759702279607116,0.0001945720662895623,51394.838892844935,0.0806891281279241
exc_5PET,83,0,excitatory,5PET,17,13,1.3076923076923077,0.35294117647058826,-0.226128759987943,-0.578349951488266,0.0008178939968707115,20785.089589901065,0.0224987618588724
exc_5PET,84,0,excitatory,5PET,4,3,1.3333333333333333,0.5,-0.4994033822816824,,0.0002451258786601044,16318.146504418924,0.0210738425153457
exc_5PET,86,1,excitatory,5PET,16,12,1.3333333333333333,0.5,1.4272800684743117,-1.7890275957654589,0.00044429225838176785,36012.33129354158,0.0574172715433199
exc_5PET,87,2,excitatory,5PET,31,26,1.1923076923076923,0.3225806451612903,-2.9100803872819094,0.1272048988576347,0.00019201320308028652,161447.23124606156,0.2642928464014374
exc_5PET,88,2,excitatory,5PET,20,17,1.1764705882352942,0.25,-0.8304269659606561,1.197163472235783,0.00018933986208699121,105630.16038752106,0.1822565866732509
exc_5PET,89,1,excitatory,5PET,38,25,1.52,0.5263157894736842,0.1140773634802824,-0.1489844691880605,0.0007993855095331176,47536.51341790516,0.0505137385229001
exc_5PET,90,1,excitatory,5PET,12,11,1.0909090909090908,0.16666666666666666,-1.9294864408483692,-1.7640038069465918,0.0005276429738854303,22742.650985447628,0.0304348686531877
exc_5PET,93,2,excitatory,5PET,11,10,1.1,0.18181818181818182,0.1259805330721074,-0.2679923787199466,0.00016241173462860418,67729.0962081915,0.1308690929009702
exc_5PET,94,2,excitatory,5PET,12,12,1.0,0.0,-0.957944333934906,0.2772173346852739,0.0001873319235608819,64057.421564349985,0.1223093003038906
exc_5PET,95,1,excitatory,5PET,10,8,1.25,0.4,-0.4468094904521905,0.3710592069370294,0.00024592209571956767,40663.28391818562,0.0659356442474408
exc_5PET,97,0,excitatory,5PET,4,4,1.0,0.0,1.265425615436882,,0.00029632447196320223,13498.716368240834,0.0245444730193476
exc_5PET,102,0,excitatory,5PET,3,2,1.5,0.6666666666666666,0.5248741487653485,,0.0002493735884764871,12030.143281524231,0.0245974571256564
exc_5PET,103,0,excitatory,5PET,7,7,1.0,0.0,0.637350197963066,0.9953458960669972,0.00042850857664060394,16335.729041593948,0.017487517089294
exc_5PET,104,1,excitatory,5PET,20,17,1.1764705882352942,0.25,0.8927917401592406,0.1388788858545829,0.00030683320421960803,65181.993750863774,0.1079779310243684
exc_5PET,107,2,excitatory,5PET,9,7,1.2857142857142858,0.3333333333333333,-0.1274872482740049,-0.4013969623437687,0.0001342524573407484,67037.87906955736,0.1214124519922192
exc_5PET,110,0,excitatory,5PET,4,3,1.3333333333333333,0.5,1.2154565837001357,,0.00043247677195394136,9249.051647162218,0.0131793529009224
exc_5PET,112,2,excitatory,5PET,37,29,1.2758620689655173,0.40540540540540543,0.9177136728369047,-0.0910938439068144,0.0002927073389409304,126406.1233786378,0.2129309045039664
exc_5PET,113,2,excitatory,5PET,32,25,1.28,0.375,-0.8639910097587851,-1.6909468078028511,0.00022148680827894585,144478.13054264805,0.2286922990248779
exc_5PET,114,2,excitatory,5PET,31,20,1.55,0.5161290322580645,-2.6755446158362317,0.6698090615246294,0.00027927397890881,111002.10668077416,0.1804737562907985
exc_5PET,115,1,excitatory,5PET,38,31,1.2258064516129032,0.34210526315789475,0.393035985261274,-0.9183041572195338,0.0003904055859944193,97334.672871569,0.1021041869586234
exc_5PET,117,2,excitatory,5PET,29,24,1.2083333333333333,0.3103448275862069,-1.9165516525932915,-1.428062544551116,0.00021296531045542636,136172.41201387913,0.2218995866876265
exc_5PET,118,2,excitatory,5PET,36,32,1.125,0.2222222222222222,-0.9288321007224402,0.3300295972786067,0.0003079786304743006,116891.22698077596,0.2006981301213347
exc_5PET,121,2,excitatory,5PET,19,15,1.2666666666666666,0.3684210526315789,-0.267601607046716,-0.5825993497272951,0.0002083758735856685,91181.38138093338,0.1638291158585414
exc_5PET,122,2,excitatory,5PET,14,11,1.2727272727272727,0.42857142857142855,-1.506340572295147,-0.9102999539997638,0.00016424102023290265,85240.58106889036,0.142632839646262
exc_5PET,123,1,excitatory,5PET,3,3,1.0,0.0,1.6960554327929829,,5.7694234362392096e-05,51998.263486022544,0.1019515725767622
exc_5PET,124,1,excitatory,5PET,3,3,1.0,0.0,-0.1285410876339082,,6.360559898288524e-05,47165.65912392759,0.0728834389580885
exc_5PET,125,1,excitatory,5PET,25,20,1.25,0.36,0.3293565631483038,-0.8554759938248653,0.00034111295322014374,73289.506493369,0.1093005145357376
exc_5PET,126,0,excitatory,5PET,8,6,1.3333333333333333,0.5,-1.342962811530673,0.2748396734500609,0.0005767422042850702,13871.01540438991,0.0185329156717757
exc_5PET,128,0,excitatory,5PET,8,4,2.0,0.75,-0.5331425202677085,0.5038726143386613,0.0005877375908346709,13611.516644084077,0.0175484789758532
exc_5PET,129,1,excitatory,5PET,5,4,1.25,0.4,-0.5737659907648387,-1.0222173645344257,0.00019638012289018017,25460.825293383197,0.0297634224367858
exc_5PET,131,2,excitatory,5PET,33,27,1.2222222222222223,0.3333333333333333,0.9155397500126046,2.2642409256213467,0.00027464458204874486,120155.292173734,0.188211046664016
exc_5PET,132,2,excitatory,5PET,41,31,1.3225806451612903,0.36585365853658536,1.3442827902627836,0.365192581530819,0.00042023558435176726,97564.32231517088,0.1605286415188867
exc_5PET,133,2,excitatory,5PET,30,24,1.25,0.3333333333333333,-0.4147358996651966,-3.2649761989298636,0.00032901533032840644,91181.16158920473,0.1550246699239611
exc_5PET,134,2,excitatory,5PET,27,22,1.2272727272727273,0.3333333333333333,-0.3196688137301774,-1.2098445056199325,0.0003361567329643821,80319.6763661456,0.1393818403957583
exc_5PET,135,1,excitatory,5PET,4,2,2.0,0.75,-0.2973193033658285,,0.00015731753745142703,25426.2815500467,0.0317177578306714
exc_5PET,136,1,excitatory,5PET,5,4,1.25,0.4,-2.0700450242387,-0.7758681934107972,7.694988153718549e-05,64977.357990912365,0.0967988114369469
exc_5PET,137,2,excitatory,5PET,25,15,1.6666666666666667,0.64,-0.5067411959260649,0.8330828540230258,0.0002735154996237402,91402.4983388184,0.1445355815862492
exc_5PET,139,2,excitatory,5PET,32,23,1.391304347826087,0.53125,0.3834777966698441,1.5923891006127209,0.0003823675836243012,83689.10276515986,0.1453752118662717
exc_5PET,140,2,excitatory,5PET,27,19,1.4210526315789473,0.5555555555555556,-0.7282492603361669,-0.5862249228229028,0.00034795604305595226,77596.0082856165,0.137538279754218
exc_5PET,145,2,excitatory,5PET,36,29,1.2413793103448276,0.3611111111111111,-1.0583762419253624,-0.0431869253690364,0.00022314901329223595,161327.17536534386,0.2912616567050359
exc_5PET,146,0,excitatory,5PET,4,2,2.0,0.75,-0.0747873674343156,,0.00043379958015237976,9220.84802063416,0.0111887786612636
exc_5PET,147,0,excitatory,5PET,5,5,1.0,0.0,0.0772507710129732,1.6981808305058828,0.0008352601974493839,5986.158583000115,0.0097279130355297
exc_5PET,151,2,excitatory,5PET,7,6,1.1666666666666667,0.2857142857142857,-0.4031087024264271,-0.2522880014197917,6.0186520688119014e-05,116305.11150949151,0.2279340869281599
exc_5PET,153,2,excitatory,5PET,12,9,1.3333333333333333,0.4166666666666667,-1.6255888005334995,-1.1088102342716288,0.00017022500887604967,70494.92950085772,0.1191912925009421
exc_5PET,158,1,excitatory,5PET,14,10,1.4,0.5,-0.1160257407642248,0.1826563616913159,0.0004035924179075734,34688.46137542192,0.0491184930067292
exc_5PET,160,1,excitatory,5PET,16,10,1.6,0.6875,-2.4978262727573832,-0.7195074871469703,0.00044161990024727064,36230.251379164125,0.0538343065051431
exc_5PET,161,1,excitatory,5PET,15,11,1.3636363636363635,0.4666666666666667,-1.852457196324441,-0.563503965636947,0.00023838752112911694,62922.756732201626,0.1007350259360748
exc_5PET,162,2,excitatory,5PET,31,27,1.1481481481481481,0.25806451612903225,-1.758660370873636,-2.7184494553511693,0.00022488662117663301,137847.239812686,0.2241076597224305
exc_5PET,165,1,excitatory,5PET,5,5,1.0,0.0,0.6789555091465199,0.9928335569969317,0.00016693411613399122,29951.936223669843,0.0456358619790622
exc_5PET,166,1,excitatory,5PET,13,12,1.0833333333333333,0.15384615384615385,0.1296431245453557,-1.160135703476958,0.000267830100145079,48538.23372712074,0.0712415295267129
