neuron_label,branch_idx,regime,cell_type,subtype,n_synapses,n_unique_partners,mean_syns_per_partner,frac_syn_from_multi,pairwise_compactness_z,clark_evans_z,syn_density,total_length_nm,electrotonic_length
exc_5PET,167,2,excitatory,5PET,14,14,1.0,0.0,0.0331786422412868,0.9002674279667003,0.00014127900663684584,99094.6944862562,0.162275542456474
exc_5PET,169,0,excitatory,5PET,4,3,1.3333333333333333,0.5,-1.1704820375355822,,0.0003844352304341073,10404.873651884527,0.0159074109866086
exc_5PET,171,2,excitatory,5PET,12,7,1.7142857142857142,0.6666666666666666,-1.2440422403921807,-1.2000098291657222,0.00013432384718990657,89336.33342882477,0.1598034043025774
exc_5PET,172,1,excitatory,5PET,6,5,1.2,0.3333333333333333,-1.4902736355658,-0.1611195890363465,0.00021084917231670538,28456.360222214757,0.0473188998207255
exc_5PET,175,1,excitatory,5PET,3,3,1.0,0.0,2.0014171388585007,,0.00010594034980140574,28317.82229928216,0.0468698528474938
exc_5PET,179,1,excitatory,5PET,20,14,1.4285714285714286,0.5,1.576684652725402,2.0885372959983903,0.00049294491648735,40572.48453339764,0.056510259057946
exc_5PET,180,1,excitatory,5PET,14,10,1.4,0.5,-2.552691507843105,-0.2651852713373334,0.00020543905737843303,68146.73012352771,0.1064309174824415
exc_5PET,181,0,excitatory,5PET,4,3,1.3333333333333333,0.5,-0.0028006355348695,,0.0002670135653229765,14980.512301544104,0.0228289846737684
exc_5PET,182,1,excitatory,5PET,24,21,1.1428571428571428,0.25,0.5017548840841781,-0.2444509570468637,0.00040060993458477465,59908.64910745558,0.0922356160682508
exc_5PET,185,1,excitatory,5PET,27,19,1.4210526315789473,0.5925925925925926,0.4346332738990905,-1.0404025008411495,0.0005439195154801063,49639.69710880417,0.0725706127768846
exc_5PET,187,2,excitatory,5PET,24,21,1.1428571428571428,0.25,-0.2432450811148096,-0.7181286787349758,0.0002586140543093689,92802.3810001054,0.1469688646147019
exc_5PET,188,2,excitatory,5PET,12,12,1.0,0.0,-0.9618589618008202,-0.013511057498608,0.00016365467104686895,73325.12981901584,0.1236285114100883
exc_5PET,189,1,excitatory,5PET,13,11,1.1818181818181819,0.3076923076923077,-0.5333477711387443,-0.1548979326473116,0.0002259196982289309,57542.56977993449,0.1048222928614526
exc_5PET,190,0,excitatory,5PET,4,4,1.0,0.0,0.0190978026272821,,0.0004626857138974505,8645.177233387756,0.0134118407190127
exc_5PET,198,1,excitatory,5PET,15,12,1.25,0.3333333333333333,0.3258446218159385,2.063921018895968,0.00027528037282598887,54489.90004631333,0.0928524332792732
exc_5PET,199,1,excitatory,5PET,6,5,1.2,0.3333333333333333,-0.429093493642051,-1.3374505362169344,0.0002650039363387251,22641.17311952252,0.0409087017029973
exc_5PET,200,2,excitatory,5PET,35,29,1.206896551724138,0.3142857142857143,-2.245030701950012,0.7919048233708943,0.00033579721761170826,104229.57119457578,0.1833439699059396
exc_5PET,201,2,excitatory,5PET,31,28,1.1071428571428572,0.1935483870967742,-1.6768589831398115,-1.1021053690749725,0.00030908916848783807,100294.68244281028,0.1701098939366364
exc_5PET,203,2,excitatory,5PET,48,43,1.1162790697674418,0.1875,-0.6137481662015019,1.2509141286310277,0.00035976794153720827,133419.33635027817,0.2317388490168414
exc_5PET,204,2,excitatory,5PET,36,30,1.2,0.2777777777777778,2.132487213924632,1.8453671783813816,0.00030764810399326457,117016.81087164496,0.2072690780029784
exc_5PET,205,1,excitatory,5PET,16,13,1.2307692307692308,0.375,0.774212165652023,1.0415500366055956,0.000334260339183871,47866.88136278911,0.0669118431213197
exc_5PET,206,0,excitatory,5PET,13,9,1.4444444444444444,0.5384615384615384,-0.1961652900380911,1.76637934536947,0.0006599112924316143,19699.617432061405,0.0249399990288924
exc_5PET,212,2,excitatory,5PET,25,21,1.1904761904761905,0.28,-1.4071303490061269,0.226245687506203,0.00022387003278372691,111671.93611907688,0.1999417010589637
exc_5PET,213,2,excitatory,5PET,25,21,1.1904761904761905,0.24,-4.629242411768928,-2.9003017451507778,0.000343131488312602,72858.36727763186,0.1170301612441578
exc_5PET,215,1,excitatory,5PET,8,7,1.1428571428571428,0.25,0.2747460081287617,1.977208387921976,0.00018947433896313354,42222.076317978754,0.0793214694311079
exc_5PET,216,2,excitatory,5PET,29,25,1.16,0.2413793103448276,1.6866582654573432,-1.5151997941791189,0.0003026556157710035,95818.47647572513,0.1697494893609631
exc_5PIT,0,0,excitatory,5PIT,10,7,1.4285714285714286,0.5,-3.8186655586054785,-2.4121293367051444,0.0008306763862766317,12038.382413665726,0.0104060519010628
exc_5PIT,1,0,excitatory,5PIT,11,7,1.5714285714285714,0.6363636363636364,0.1733747362309617,0.254946252547587,0.0006424850057148268,17121.022128386383,0.0155176135319432
exc_5PIT,2,0,excitatory,5PIT,6,3,2.0,0.6666666666666666,-1.5398508595233928,0.3503459528932936,0.0003145760168663167,19073.291281928145,0.0187329456928979
exc_5PIT,3,0,excitatory,5PIT,6,5,1.2,0.3333333333333333,-1.1722759924950368,-0.4260453855580896,0.0003893536282756023,15410.155612452458,0.0099952217444044
exc_5PIT,4,0,excitatory,5PIT,11,7,1.5714285714285714,0.6363636363636364,-1.227863607321506,0.0290490487498405,0.0006826307049374639,16114.130115210266,0.0150570854776748
exc_5PIT,5,1,excitatory,5PIT,7,6,1.1666666666666667,0.2857142857142857,0.3088171055600752,0.045098926917601,0.00025344443078986723,27619.466634892266,0.0359934786659026
exc_5PIT,6,0,excitatory,5PIT,3,2,1.5,0.6666666666666666,-1.0594210870426677,,0.0001652934705519392,18149.53724416675,0.017147659433101
exc_5PIT,7,1,excitatory,5PIT,20,14,1.4285714285714286,0.45,-1.6014360408683554,0.9279217837678168,0.00036243997499211313,55181.55109804102,0.0826258621885306
exc_5PIT,8,0,excitatory,5PIT,6,6,1.0,0.0,-0.4398947651211167,-1.1025064511512714,0.0002916692282627478,20571.247902075396,0.0181213413150596
exc_5PIT,14,1,excitatory,5PIT,4,4,1.0,0.0,-0.7895331604257839,,0.00015316213598366447,26116.115280780756,0.0423249179867514
exc_5PIT,16,0,excitatory,5PIT,3,2,1.5,0.6666666666666666,0.2560201834280601,,0.0004005019078697226,7490.601020996524,0.008752443598646
exc_5PIT,17,1,excitatory,5PIT,11,9,1.2222222222222223,0.2727272727272727,0.5540695120273454,1.385842018765319,0.00040481433470200876,27172.950800018734,0.0402352557608315
exc_5PIT,18,0,excitatory,5PIT,8,4,2.0,0.75,-1.5773975641620124,-0.0226962472301367,0.0007680151049603284,10416.461796559635,0.0126738204066397
exc_5PIT,19,1,excitatory,5PIT,10,5,2.0,0.8,-2.434549652098526,-0.8501320294531262,0.0003463510215500214,28872.442631314025,0.0427251770293177
exc_5PIT,21,1,excitatory,5PIT,7,7,1.0,0.0,0.9519297835577378,0.0510749879697914,0.00011597779475550585,60356.38127761251,0.098722570429034
exc_5PIT,23,2,excitatory,5PIT,25,19,1.3157894736842106,0.44,1.547786853088591,0.8208094526298719,0.00022524809680601104,110988.72911468188,0.206026126811998
exc_5PIT,26,1,excitatory,5PIT,13,8,1.625,0.6153846153846154,-0.7813890862080822,-0.8798285378204043,0.00027977447736396015,46465.99690753145,0.0584547318642944
exc_5PIT,27,2,excitatory,5PIT,21,18,1.1666666666666667,0.23809523809523808,-0.2116656647822153,0.9861616535862342,0.0001709199656021409,122864.52273740078,0.2357195665419027
exc_5PIT,28,2,excitatory,5PIT,9,9,1.0,0.0,-0.54665600478361,-0.2938048792891092,0.0001284410864452014,70071.03606087757,0.1434308774207066
exc_5PIT,32,2,excitatory,5PIT,12,11,1.0909090909090908,0.16666666666666666,-1.5322454488761477,0.5516462373552842,8.480381031149953e-05,141503.0758160731,0.2752552156745008
exc_5PIT,33,0,excitatory,5PIT,3,2,1.5,0.6666666666666666,-0.8928369465329558,,0.00021434182468021455,13996.33508054634,0.0226401510532431
exc_5PIT,35,2,excitatory,5PIT,28,21,1.3333333333333333,0.4642857142857143,-3.1617115026474747,-1.077534633336967,0.0003735877884722683,74948.91659735945,0.1275067792924602
exc_5PIT,38,1,excitatory,5PIT,37,26,1.4230769230769231,0.5135135135135135,-1.9333765450449252,-1.3558990866736524,0.0004655665525065725,79473.06309011033,0.101385133702413
exc_5PIT,39,1,excitatory,5PIT,19,16,1.1875,0.21052631578947367,-2.80671366918109,-1.9431331256866544,0.0003506977141771184,54177.71269077656,0.0910040897781697
exc_5PIT,40,2,excitatory,5PIT,25,23,1.0869565217391304,0.16,0.091111309513425,-1.179821367454017,0.0002589849231510903,96530.71574909842,0.1880526157549402
exc_5PIT,41,1,excitatory,5PIT,8,8,1.0,0.0,-1.4475102172391288,0.2425268973886616,0.00015679414131861743,51022.31456303843,0.1022493327001652
exc_5PIT,42,2,excitatory,5PIT,25,24,1.0416666666666667,0.08,-0.2167043381874893,0.8524932905742985,0.00020028784988468552,124820.35237980534,0.2470082160265787
exc_5PIT,43,2,excitatory,5PIT,29,24,1.2083333333333333,0.2413793103448276,0.7803969347925456,-1.6465267511846953,0.000319320045163426,90817.97538002345,0.1880622513028459
exc_5PIT,45,2,excitatory,5PIT,22,18,1.2222222222222223,0.3181818181818182,1.6345864616689023,-0.7532458729810673,0.00029966099029712933,73416.29612244779,0.1357687761626774
exc_5PIT,46,2,excitatory,5PIT,12,11,1.0909090909090908,0.16666666666666666,-1.214743895987003,1.633239303467009,0.00015126314394112544,79331.94886303986,0.1645683108791023
exc_5PIT,47,2,excitatory,5PIT,19,17,1.1176470588235294,0.21052631578947367,-1.026333904224816,-0.4936655964443387,0.00026283000095922356,72290.07316766602,0.1468938282911285
exc_5PIT,49,1,excitatory,5PIT,17,15,1.1333333333333333,0.23529411764705882,0.7456975089219148,-1.265956345602239,0.0003104104343183877,54766.200232055075,0.1018093624412737
exc_5PIT,50,2,excitatory,5PIT,41,31,1.3225806451612903,0.36585365853658536,-0.967370804719526,0.1292693370590891,0.00037035003414794427,110706.078627285,0.1442466141013694
exc_5PIT,51,1,excitatory,5PIT,14,13,1.0769230769230769,0.14285714285714285,0.888774481902378,-0.6099079024842409,0.0002668419947974528,52465.5049540712,0.0954707612757006
exc_5PIT,52,2,excitatory,5PIT,26,25,1.04,0.07692307692307693,0.3042249608888537,0.8012667238834723,0.0002101885289647764,123698.47264289625,0.246366705565581
exc_5PIT,53,2,excitatory,5PIT,7,7,1.0,0.0,-0.5975388030987278,1.18332153087747,9.565304539385598e-05,73181.15143304811,0.1481985552241902
exc_5PIT,54,1,excitatory,5PIT,4,4,1.0,0.0,-0.6816672637612806,,0.00027321769515180534,14640.340179202223,0.0310893709907341
exc_5PIT,63,0,excitatory,5PIT,8,5,1.6,0.625,-1.8491449853407496,0.4131840356655688,0.0005337749327359055,14987.590292026956,0.0213488801731897
exc_5PIT,64,0,excitatory,5PIT,4,3,1.3333333333333333,0.5,-2.4714928913605663,,0.00026899799741712625,14869.999176229305,0.0186344678483876
exc_5PIT,65,2,excitatory,5PIT,16,16,1.0,0.0,-0.5588835737638244,-0.8455502360292374,0.00012009129220388863,133231.9746617058,0.2522902483987989
exc_5PIT,66,2,excitatory,5PIT,17,15,1.1333333333333333,0.23529411764705882,-0.2563704010447692,-0.5107817809306084,0.0001403888747524093,121092.2163880956,0.2423421049496486
exc_5PIT,67,1,excitatory,5PIT,8,8,1.0,0.0,-0.5479448044091821,-0.8536908226785289,0.000355031650892963,22533.20226486479,0.0359135712548566
exc_5PIT,68,2,excitatory,5PIT,30,25,1.2,0.3,0.4497411329328536,-0.0792646498582939,0.00020672242115487376,145122.13930352716,0.2697733605814654
exc_5PIT,69,1,excitatory,5PIT,19,16,1.1875,0.3157894736842105,-0.4454667301723283,-1.598227723426712,0.00033450704260007684,56799.99994115411,0.0966201956912192
exc_5PIT,70,2,excitatory,5PIT,34,27,1.2592592592592593,0.38235294117647056,-2.152165355612929,-0.4445934339704188,0.00020186391815332197,168430.29854486394,0.3221961770800417
exc_5PIT,71,2,excitatory,5PIT,28,26,1.0769230769230769,0.14285714285714285,-1.7005661834444117,1.5507983898794642,0.00020682947657781056,135377.22216043138,0.2643752851699075
exc_5PIT,72,1,excitatory,5PIT,13,11,1.1818181818181819,0.3076923076923077,-1.0232893291662943,-0.3571008059998369,0.00041009472746218685,31699.993024657153,0.0535583783920093
exc_5PIT,73,1,excitatory,5PIT,11,10,1.1,0.18181818181818182,1.3612260179758469,1.1183842102229218,0.0001878244002433435,58565.34074246213,0.0835101095536936
exc_5PIT,74,2,excitatory,5PIT,9,9,1.0,0.0,0.0243999250234707,0.6084612528653704,0.00011503841909546209,78234.73297674187,0.120555914701014
exc_5PIT,75,1,excitatory,5PIT,7,7,1.0,0.0,0.0999244719941582,-1.6970926460025002,0.00013691076628897145,51128.192396684215,0.0991368625626333
exc_5PIT,76,2,excitatory,5PIT,25,24,1.0416666666666667,0.08,0.4339311551784007,-0.3605593904686984,0.0001993753930626473,125391.6023234851,0.2529973035739136
exc_5PIT,80,2,excitatory,5PIT,7,7,1.0,0.0,-1.6807975424501047,0.7904635025658405,6.537761397446318e-05,107070.28865773894,0.2101815357750338
exc_5PIT,82,1,excitatory,5PIT,3,3,1.0,0.0,0.2039871641645344,,5.329604238474465e-05,56289.35781653299,0.0990708142577288
exc_5PIT,84,0,excitatory,5PIT,4,4,1.0,0.0,0.6107738867944458,,0.00038130333867737173,10490.335631140326,0.0232007340926512
exc_5PIT,88,1,excitatory,5PIT,3,3,1.0,0.0,-0.8414177972155287,,5.845291952285879e-05,51323.35603573762,0.0987109308645679
exc_5PIT,89,2,excitatory,5PIT,31,30,1.0333333333333334,0.06451612903225806,-0.2089514127256287,-0.4276907111908632,0.00028314843522709324,109483.2114298534,0.2076063832446487
exc_5PIT,90,1,excitatory,5PIT,16,12,1.3333333333333333,0.4375,-2.079995401907722,0.129341741034747,0.0004353512486863155,36751.93317644188,0.0616096937692168
exc_5PIT,101,1,excitatory,5PIT,3,3,1.0,0.0,0.6614720972814102,,0.00018174485043129772,16506.65750848355,0.0339944254378406
exc_5PIT,110,2,excitatory,5PIT,20,19,1.0526315789473684,0.1,-0.557436250809533,-0.2852867684844754,0.00017045063575959698,117336.02465530216,0.234029351093375
exc_5PIT,113,2,excitatory,5PIT,29,27,1.0740740740740742,0.10344827586206896,-0.148608805869808,-1.396713184267411,0.00018445730734972132,157217.95149604743,0.2988441427329818
exc_5PIT,114,2,excitatory,5PIT,21,13,1.6153846153846154,0.6190476190476191,-1.0311038577434732,-0.4604028694918153,0.00020020227209590954,104893.91444038993,0.2077284462400125
exc_5PIT,115,0,excitatory,5PIT,5,3,1.6666666666666667,0.6,0.2916644059427803,1.0352727814168854,0.0004749010214519325,10528.509677055052,0.0149923614224142
exc_5PIT,116,2,excitatory,5PIT,18,12,1.5,0.5555555555555556,0.9734330576214512,-0.3730602798599476,0.00026695599556233687,67426.84299741386,0.1260279301362902
exc_5PIT,118,2,excitatory,5PIT,14,13,1.0769230769230769,0.14285714285714285,0.0785484864131372,1.243562452153148,0.00020669376078060383,67733.05564293434,0.1356972822923948
exc_5PIT,119,2,excitatory,5PIT,23,19,1.2105263157894737,0.30434782608695654,-1.9466247123133853,-0.2578287580375206,0.00013931350009683345,165095.27062354513,0.3094132001029029
exc_5PIT,121,2,excitatory,5PIT,26,22,1.1818181818181819,0.2692307692307692,-2.4306186354381243,-0.6383664769617277,0.00018654365315474113,139377.56423389306,0.2515903182488239
exc_5PIT,122,2,excitatory,5PIT,29,26,1.1153846153846154,0.20689655172413793,1.8331132733576196,-0.0147024275840695,0.0003046175087145363,95201.35635793848,0.180056611252604
exc_5PIT,123,2,excitatory,5PIT,16,14,1.1428571428571428,0.25,1.1527214753840909,1.305341561359946,0.0001768631560507353,90465.421726446,0.1751643479228941
exc_5PIT,126,2,excitatory,5PIT,19,17,1.1176470588235294,0.15789473684210525,0.6307322135065764,0.4512055779079431,0.0001987863747116466,95579.9914735646,0.1829946412824679
exc_5PIT,127,1,excitatory,5PIT,3,3,1.0,0.0,-1.3867923827325612,,7.671860810682322e-05,39103.94197745078,0.0668542643200443
exc_5PIT,129,2,excitatory,5PIT,20,16,1.25,0.4,0.0148739668004024,-0.5761396383052542,0.00019449758328477995,102829.0411748528,0.1976507192155571
exc_5PIT,130,2,excitatory,5PIT,9,9,1.0,0.0,0.3102048383437245,-0.1423633273372727,0.00013853607318651455,64965.028912600086,0.1249738374504634
exc_5PIT,134,1,excitatory,5PIT,3,3,1.0,0.0,-0.6357755052126242,,0.00011031889265290339,27193.89152535194,0.0537326562320772
exc_5PIT,135,2,excitatory,5PIT,22,21,1.0476190476190477,0.09090909090909091,-0.2193639787387417,-0.4971341628268282,0.00018103180315264057,121525.60830126773,0.2421473121078917
exc_5PIT,136,1,excitatory,5PIT,6,6,1.0,0.0,1.4929307626549415,-1.62590913157262,0.00022645411379311305,26495.43388503668,0.0614183081832982
exc_5PIT,139,2,excitatory,5PIT,18,16,1.125,0.16666666666666666,0.3481577526687706,-1.0299052471723156,0.00014848331743042494,121225.73977668762,0.234552493295394
exc_5PIT,140,2,excitatory,5PIT,31,29,1.0689655172413792,0.0967741935483871,-0.8276984662373607,0.6282171772288263,0.00027837326131824867,111361.27030734975,0.2102555034448988
exc_6PCT,0,0,excitatory,6PCT,8,2,4.0,1.0,-2.4698117832704187,-1.3180283449938872,0.0007568926921176086,10569.529978705268,0.0090495558416181
exc_6PCT,2,0,excitatory,6PCT,3,3,1.0,0.0,0.5990619568310823,,0.00015735647462303295,19064.99244588997,0.0171926545594673
exc_6PCT,3,2,excitatory,6PCT,14,9,1.5555555555555556,0.5714285714285714,1.1076991043234776,0.7833988961851793,9.054867960532965e-05,154612.9668706507,0.2828639457758156
exc_6PCT,4,2,excitatory,6PCT,22,16,1.375,0.4090909090909091,1.3584990665240853,-0.2878220518414242,0.0001447441747179201,151992.29981361234,0.2772517261562214
exc_6PCT,5,2,excitatory,6PCT,8,7,1.1428571428571428,0.25,-0.8336198799132649,-0.8011167597180586,6.05290867312149e-05,132167.86229610158,0.246496076815594
exc_6PCT,6,1,excitatory,6PCT,9,5,1.8,0.6666666666666666,-1.2157084283769908,-1.2707106596848765,0.0002089933043563909,43063.58056644978,0.0618458632673403
exc_6PCT,8,0,excitatory,6PCT,5,2,2.5,0.8,-1.5525969024583444,-1.497588642543687,0.000217792843640693,22957.59546741042,0.0261498759063834
exc_6PCT,10,2,excitatory,6PCT,14,12,1.1666666666666667,0.2857142857142857,0.0080983156483154,0.4024520921208803,0.00010574717033195533,132391.24939279244,0.2543617530012839
exc_6PCT,11,0,excitatory,6PCT,3,2,1.5,0.6666666666666666,0.834528832722698,,0.00018537571995871905,16183.349149867438,0.0207679952386391
exc_6PCT,12,0,excitatory,6PCT,5,3,1.6666666666666667,0.6,0.6479411838487609,0.0248129512049964,0.00027775991000825244,18001.15790594635,0.0259901697277791
exc_6PCT,13,1,excitatory,6PCT,6,5,1.2,0.3333333333333333,0.7332075122388982,0.4892145501933521,0.00019067463126410511,31467.217008482618,0.0432916690011658
exc_6PCT,15,2,excitatory,6PCT,14,10,1.4,0.42857142857142855,-0.1567721847632965,-3.308256896665459,0.00013980734781875238,100137.7983233738,0.1892592183914752
exc_6PCT,16,2,excitatory,6PCT,10,10,1.0,0.0,0.2670258348048711,0.7966936113218628,0.00010708611412318815,93382.7890000411,0.1835046430354478
exc_6PCT,19,1,excitatory,6PCT,9,6,1.5,0.6666666666666666,0.1027181734801526,-0.2575663801781037,0.0003327212662578247,27049.6686347242,0.0387940786489405
exc_6PCT,21,1,excitatory,6PCT,6,5,1.2,0.3333333333333333,0.4681973675946889,0.9471683380230466,9.976988928190647e-05,60138.38486927254,0.1166520639271448
exc_6PCT,23,1,excitatory,6PCT,9,6,1.5,0.5555555555555556,-2.58204144994218,-2.22873568127111,0.00028689402776491173,31370.468287945085,0.0464494811141335
exc_6PCT,25,2,excitatory,6PCT,17,11,1.5454545454545454,0.5294117647058824,-0.1111262582857672,0.1045663833151159,0.00015338544374476884,110831.89894008296,0.2119501613912637
exc_6PCT,26,2,excitatory,6PCT,8,7,1.1428571428571428,0.25,-1.305474544058786,0.2181298053535952,0.00010227438433097527,78220.95485914439,0.1514363733848119
exc_6PCT,28,2,excitatory,6PCT,10,10,1.0,0.0,-0.4506919639014562,0.0198104504705548,0.00011121228368608828,89918.12476602272,0.1770778034018391
exc_6PCT,29,1,excitatory,6PCT,8,6,1.3333333333333333,0.5,0.3482691054877875,-0.606641929899205,0.00022199879323225603,36036.231925055414,0.0591431147129354
exc_6PCT,30,2,excitatory,6PCT,11,9,1.2222222222222223,0.36363636363636365,0.708491151764616,-0.3329633319201563,0.00012085164640805593,91020.6879835006,0.1858648727404776
exc_6PCT,31,1,excitatory,6PCT,4,3,1.3333333333333333,0.5,-1.317822676900734,,9.311821461399113e-05,42956.15005701575,0.0760421500399002
exc_6PCT,32,2,excitatory,6PCT,6,5,1.2,0.3333333333333333,-1.639674821923293,-0.0820458552123741,8.911171658112413e-05,67331.21333756167,0.1386532878087291
exc_6PCT,33,2,excitatory,6PCT,16,13,1.2307692307692308,0.3125,-2.1315031738258226,-0.2953967131600935,0.00010614652627871403,150735.0316673391,0.325655098002129
exc_6PCT,34,0,excitatory,6PCT,3,2,1.5,0.6666666666666666,-1.697753277188921,,0.00019982797042358337,15012.913325600914,0.0251499283450006
exc_6PCT,35,1,excitatory,6PCT,3,3,1.0,0.0,1.017712212071485,,9.126472843409122e-05,32871.40663730254,0.0559557726934479
exc_6PCT,36,2,excitatory,6PCT,9,8,1.125,0.2222222222222222,-0.6280826044764833,-0.998457767920224,0.00014038964194740294,64107.29363760223,0.1335396895351304
exc_6PCT,39,1,excitatory,6PCT,11,9,1.2222222222222223,0.36363636363636365,-1.992234459601965,-1.3253917167747271,0.00022299797391114997,49327.80243278253,0.086586785548159
exc_6PCT,40,2,excitatory,6PCT,10,9,1.1111111111111112,0.2,-0.4571947848514016,0.3090030156853678,0.00013160692302620764,75983.84469492263,0.1645875033912718
exc_6PCT,41,2,excitatory,6PCT,5,5,1.0,0.0,-1.5658302751135538,-0.8580504705599818,5.536068217288591e-05,90316.80614746576,0.1725989722485342
exc_6PCT,42,2,excitatory,6PCT,6,5,1.2,0.3333333333333333,-1.3844977493917223,-0.965206195505118,7.205864407856507e-05,83265.51348174467,0.1562481692656468
exc_6PCT,45,2,excitatory,6PCT,13,12,1.0833333333333333,0.15384615384615385,-0.4482155015873919,-0.6106780936818453,0.00010144193034918659,128152.13546559094,0.2596525966588489
exc_6PCT,46,0,excitatory,6PCT,3,2,1.5,0.6666666666666666,-1.012405964782071,,0.00023241099229055225,12908.1674254439,0.0229143078227024
exc_6PCT,49,0,excitatory,6PCT,4,2,2.0,0.75,0.6212505081087445,,0.0004895136832918511,8171.375257788606,0.0168443180125252
exc_6PCT,51,2,excitatory,6PCT,15,12,1.25,0.4,-1.3082708367527134,-1.6158359285353556,0.0001283775545612684,116842.85505564156,0.2365169071692457
exc_6PCT,52,2,excitatory,6PCT,14,11,1.2727272727272727,0.42857142857142855,1.492621490735485,-0.1295163991178064,0.00017059384252470565,82066.26800127618,0.1605916017371101
exc_6PCT,53,2,excitatory,6PCT,4,4,1.0,0.0,-0.541276358183019,,5.4024590978507196e-05,74040.35694765991,0.1748707403949115
exc_6PCT,54,2,excitatory,6PCT,3,3,1.0,0.0,-0.6830808741267521,,4.6419677960067545e-05,64627.76416891012,0.156581691743255
exc_6PCT,55,2,excitatory,6PCT,11,8,1.375,0.5454545454545454,-0.7630598637330465,-0.057071966050034,0.00010116982441166942,108728.07246595564,0.2165682790227507
exc_6PCT,56,2,excitatory,6PCT,4,4,1.0,0.0,-0.1881744952012746,,4.7283998034458735e-05,84595.21542753124,0.1680436717742377
exc_6PCT,59,1,excitatory,6PCT,5,4,1.25,0.4,-0.0526057553012837,-0.0271837779592604,8.859470812716219e-05,56436.7794160276,0.1093524595623239
exc_6PCT,60,2,excitatory,6PCT,16,12,1.3333333333333333,0.375,-0.6879413161954311,1.485189719474826,0.00014514086923441883,110237.73031259858,0.2176081791380251
exc_6PCT,65,2,excitatory,6PCT,12,11,1.0909090909090908,0.16666666666666666,-1.0132166882865523,-1.6253506300340177,0.00015450412230532987,77667.83061157224,0.1515185878823792
exc_6PCT,66,1,excitatory,6PCT,4,4,1.0,0.0,-0.917015320600252,,8.795523043846674e-05,45477.681998666245,0.1029040811589955
exc_6PCT,67,1,excitatory,6PCT,4,4,1.0,0.0,-0.0828754397219378,,0.00011193864613080717,35733.86080912355,0.0813935460716559
exc_6PCT,68,1,excitatory,6PCT,6,6,1.0,0.0,0.6184327329268929,0.7159136717142007,0.00023814284513634846,25194.96227805923,0.0484279767463694
exc_6PCT,73,1,excitatory,6PCT,3,2,1.5,0.6666666666666666,0.0192652980836001,,9.808512349055572e-05,30585.677962559326,0.0653802142482263
exc_6PCT,82,2,excitatory,6PCT,9,8,1.125,0.2222222222222222,1.1827344189297568,-0.4932573135738643,9.590589466175538e-05,93841.98991877974,0.21333235309751
exc_6PCT,83,1,excitatory,6PCT,4,4,1.0,0.0,0.4266520933614691,,0.00012467044259905608,32084.589711966622,0.0701937829716259
exc_6PCT,86,0,excitatory,6PCT,3,3,1.0,0.0,0.1442328317979486,,0.000363810991705771,8246.040027361856,0.0158723110281067
exc_6PCT,89,2,excitatory,6PCT,5,5,1.0,0.0,2.005636843110294,-0.2834061945142678,6.262746558472596e-05,79837.17612260261,0.152687023905623
exc_6PCT,92,2,excitatory,6PCT,10,5,2.0,0.7,-0.0956225193376874,-0.3180112138257601,0.00011838094160497399,84473.05676423029,0.1691718265396384
exc_6PCT,93,2,excitatory,6PCT,4,4,1.0,0.0,0.8746027636333754,,5.900845717835762e-05,67786.89346019828,0.1269464778109408
exc_6PCT,95,0,excitatory,6PCT,3,3,1.0,0.0,-1.8629766156239784,,0.0003216933806666395,9325.650387282303,0.0188342538169746
exc_6PCT,96,1,excitatory,6PCT,4,4,1.0,0.0,-0.4365657184633086,,9.508499605119693e-05,42067.62545214039,0.1003665764312894
exc_6PCT,97,1,excitatory,6PCT,7,5,1.4,0.5714285714285714,-0.1255609007984671,1.262037455618945,0.00028849002872842656,24264.270175485097,0.0586073979496601
exc_6PCT,99,1,excitatory,6PCT,7,4,1.75,0.7142857142857143,-0.3178060648292083,0.3786433354940276,0.00041878761998779824,16714.916262815867,0.0306483793254999
exc_6PCT,100,2,excitatory,6PCT,9,7,1.2857142857142858,0.3333333333333333,-1.5872789010707098,-0.101344340355053,0.0001286318097731082,69967.14122171624,0.1434940411860273
inh_BC,0,0,inhibitory,BC,16,12,1.3333333333333333,0.5,-3.0236888091829615,-1.10469331344611,0.0007594325932197838,21068.36096165485,0.0230416291206969
inh_BC,1,2,inhibitory,BC,58,50,1.16,0.25862068965517243,0.2882197086047688,-0.0350628363236365,0.0004909002305203267,118150.2806354832,0.2009968303095159
inh_BC,2,0,inhibitory,BC,20,11,1.8181818181818181,0.65,-2.489302987623309,-0.8689222000563924,0.0011450651117815558,17466.25566897492,0.0129310708533081
inh_BC,3,0,inhibitory,BC,12,10,1.2,0.3333333333333333,-1.622921606219734,0.991934646834172,0.0004583023795735746,26183.58650279177,0.0248362060467178
inh_BC,4,2,inhibitory,BC,47,38,1.236842105263158,0.3404255319148936,-2.2621695158555815,0.4305314599396376,0.00021673398301080927,216855.70184743917,0.4418373866091294
inh_BC,5,0,inhibitory,BC,10,9,1.1111111111111112,0.2,-2.2176148659735793,-1.1609092637744718,0.0006310052203940132,15847.729427271275,0.0096553551308225
inh_BC,6,0,inhibitory,BC,25,15,1.6666666666666667,0.6,-2.9341430615191406,-1.0375504697930498,0.00120474404612355,20751.2957465458,0.0201772063246651
